t_hours,T_bed_C,charge_kW,discharge_kW,loss_kW,T_supply_C
3569.75,41.035265961039215,0.0,0.0,0.648436654143347,
3570.0,41.034393832580356,0.0,0.0,0.6484121039575229,
3570.25,41.03352173714078,0.0,0.0,0.6483875547011833,
3570.5,41.032649674719245,0.0,0.0,0.6483630063742924,
3570.75,41.03177764531449,0.0,0.0,0.6483384589768156,
3571.0,41.03090564892528,0.0,0.0,0.6483139125087173,
3571.25,41.03003368555035,0.0,0.0,0.6482893669699625,
3571.5,41.029161755188454,0.0,0.0,0.6482648223605161,
3571.75,41.028289857838345,0.0,0.0,0.6482402786803424,
3572.0,41.02741799349877,0.0,0.0,0.6482157359294067,
3572.25,41.02654616216849,0.0,0.0,0.6481911941076737,
3572.5,41.02567436384625,0.0,0.0,0.6481666532151085,
3572.75,41.02480259853079,0.0,0.0,0.6481421132516755,
3573.0,41.02393086622087,0.0,0.0,0.6481175742173396,
3573.25,41.02305916691524,0.0,0.0,0.6480930361120659,
3573.5,41.022187500612645,0.0,0.0,0.6480684989358187,
3573.75,41.02131586731184,0.0,0.0,0.6480439626885633,
3574.0,41.02044426701158,0.0,0.0,0.6480194273702644,
3574.25,41.0195726997106,0.0,0.0,0.6479948929808869,
3574.5,41.01870116540767,0.0,0.0,0.6479703595203954,
3574.75,41.01782966410153,0.0,0.0,0.647945826988755,
3575.0,41.01695819579093,0.0,0.0,0.6479212953859304,
3575.25,41.01608676047462,0.0,0.0,0.6478967647118863,
3575.5,41.01521535815136,0.0,0.0,0.6478722349665877,
3575.75,41.01434398881989,0.0,0.0,0.6478477061499993,
3576.0,41.01347265247897,0.0,0.0,0.6478231782620862,
3576.25,41.012601349127344,0.0,0.0,0.6477986513028131,
3576.5,41.01173007876376,0.0,0.0,0.647774125272145,
3576.75,41.010858841386984,0.0,0.0,0.6477496001700461,
3577.0,41.00998763699575,0.0,0.0,0.6477250759964821,
3577.25,41.009116465588825,0.0,0.0,0.6477005527514172,
3577.5,41.00824532716495,0.0,0.0,0.6476760304348168,
3577.75,41.00737422172288,0.0,0.0,0.6476515090466453,
3578.0,41.006503149261356,0.0,0.0,0.6476269885868677,
3578.25,41.00563210977914,0.0,0.0,0.6476024690554488,
3578.5,41.00476110327499,0.0,0.0,0.6475779504523537,
3578.75,41.00389012974764,0.0,0.0,0.6475534327775468,
3579.0,41.003019189195854,0.0,0.0,0.6475289160309934,
3579.25,41.002148281618375,0.0,0.0,0.6475044002126581,
3579.5,41.001277407013966,0.0,0.0,0.6474798853225058,
3579.75,41.00040656538137,0.0,0.0,0.6474553713605015,
3580.0,40.99953575671934,0.0,0.0,0.6474308583266097,
3580.25,40.99866498102663,0.0,0.0,0.6474063462207957,
3580.5,40.997794238301985,0.0,0.0,0.6473818350430243,
3580.75,40.996923528544166,0.0,0.0,0.64735732479326,
3581.0,40.99605285175192,0.0,0.0,0.6473328154714679,
3581.25,40.995182207923996,0.0,0.0,0.6473083070776129,
3581.5,40.99431159705915,0.0,0.0,0.6472837996116598,
3581.75,40.99344101915614,0.0,0.0,0.6472592930735735,
3582.0,40.99257047421371,0.0,0.0,0.6472347874633189,
3582.25,40.99169996223061,0.0,0.0,0.6472102827808609,
3582.5,40.9908294832056,0.0,0.0,0.6471857790261644,
3582.75,40.989959037137425,0.0,0.0,0.6471612761991941,
3583.0,40.98908862402484,0.0,0.0,0.6471367742999148,
3583.25,40.9882182438666,0.0,0.0,0.6471122733282916,
3583.5,40.987347896661454,0.0,0.0,0.6470877732842895,
3583.75,40.986477582408156,0.0,0.0,0.6470632741678731,
3584.0,40.98560730110545,0.0,0.0,0.6470387759790074,
3584.25,40.98473705275211,0.0,0.0,0.6470142787176572,
3584.5,40.983866837346866,0.0,0.0,0.6469897823837876,
3584.75,40.98299665488848,0.0,0.0,0.6469652869773631,
3585.0,40.9821265053757,0.0,0.0,0.646940792498349,
3585.25,40.98125638880729,0.0,0.0,0.6469162989467099,
3585.5,40.980386305181995,0.0,0.0,0.6468918063224107,
3585.75,40.97951625449856,0.0,0.0,0.6468673146254166,
3586.0,40.97864623675576,0.0,0.0,0.6468428238556921,
3586.25,40.97777625195232,0.0,0.0,0.6468183340132025,
3586.5,40.97690630008701,0.0,0.0,0.6467938450979123,
3586.75,40.97603638115858,0.0,0.0,0.6467693571097864,
3587.0,40.97516649516578,0.0,0.0,0.6467448700487901,
3587.25,40.97429664210737,0.0,0.0,0.646720383914888,
3587.5,40.973426821982095,0.0,0.0,0.646695898708045,
3587.75,40.972557034788714,0.0,0.0,0.6466714144282261,
3588.0,40.97168728052598,0.0,0.0,0.6466469310753962,
3588.25,40.97081755919264,0.0,0.0,0.64662244864952,
3588.5,40.96994787078745,0.0,0.0,0.6465979671505627,
3588.75,40.96907821530917,0.0,0.0,0.646573486578489,
3589.0,40.96820859275655,0.0,0.0,0.646549006933264,
3589.25,40.96733900312834,0.0,0.0,0.6465245282148525,
3589.5,40.96646944642329,0.0,0.0,0.6465000504232193,
3589.75,40.96559992264016,0.0,0.0,0.6464755735583295,
3590.0,40.9647304317777,0.0,0.0,0.6464510976201479,
3590.25,40.96386097383467,0.0,0.0,0.6464266226086394,
3590.5,40.96299154880982,0.0,0.0,0.6464021485237689,
3590.75,40.9621221567019,0.0,0.0,0.6463776753655014,
3591.0,40.96125279750967,0.0,0.0,0.6463532031338021,
3591.25,40.960383471231886,0.0,0.0,0.6463287318286354,
3591.5,40.95951417786729,0.0,0.0,0.6463042614499663,
3591.75,40.958644917414645,0.0,0.0,0.6462797919977601,
3592.0,40.9577756898727,0.0,0.0,0.6462553234719813,
3592.25,40.95690649524021,0.0,0.0,0.646230855872595,
3592.5,40.95603733351593,0.0,0.0,0.6462063891995663,
3592.75,40.955168204698616,0.0,0.0,0.6461819234528597,
3593.0,40.95429910878702,0.0,0.0,0.6461574586324406,
3593.25,40.953430045779896,0.0,0.0,0.6461329947382736,
3593.5,40.952561015676,0.0,0.0,0.6461085317703238,
3593.75,40.951692018474084,0.0,0.0,0.6460840697285559,
3594.0,40.9508230541729,0.0,0.0,0.6460596086129353,
3594.25,40.94995412277121,0.0,0.0,0.6460351484234265,
3594.5,40.94908522426776,0.0,0.0,0.6460106891599945,
3594.75,40.94821635866131,0.0,0.0,0.6459862308226044,
3595.0,40.94734752595062,0.0,0.0,0.6459617734112211,
3595.25,40.94647872613443,0.0,0.0,0.6459373169258095,
3595.5,40.9456099592115,0.0,0.0,0.6459128613663345,
3595.75,40.94474122518059,0.0,0.0,0.645888406732761,
3596.0,40.94387252404046,0.0,0.0,0.6458639530250541,
3596.25,40.94300385578985,0.0,0.0,0.6458395002431788,
3596.5,40.94213522042752,0.0,0.0,0.6458150483870999,
3596.75,40.94126661795222,0.0,0.0,0.6457905974567822,
